Date,Time,Headline,Body Context
7/5/2024,10:31,Slot looking forward to facing Guardiola,"Arne Slot on facing Man City boss Pep Guardiola: ""It's something to look forward to but I think there are many more good managers in this league, which is normal. English people like to believe this is the best league in the world and I believe this as well. ""It's normal that if you work in such a league, there are many good managers who you are going to face and Pep is one of them, that's for sure. ""I'm lucky enough that I lived in an era where I saw his Barcelona team. Then, when Pep left, there was a new era and that was the rivalry between Liverpool and Man City. ""I've seen a lot of that rivalry and I am looking forward to working here, but not specifically to playing against Man City because there are many nice teams we are going to face, starting with Ipswich of course, which is at this moment the most important one."""
7/5/2024,10:28,Slot: Klopp leading chant was 'special',"Arne Slot on advice from Jurgen Klopp: ""We've spoken about many things but no more than normal. It stays between us. ""Him singing the song for me was special because there are not many managers the fans sing for. ""I was fortunate enough that after a few years at Feyenoord they started to sing for me. ""But coming over here, without having worked here or winning a game, there are already fans singing for you - that's a good start!"""
7/5/2024,10:27,Slot: Klopp has left a winning culture,"Arne Slot on whether he is daunted by taking over from Jurgen Klopp: ""Not at all. You can look at it both ways. Yes, there are big shoes to fill. But also you can look at it in the way that you inherit a team and a squad that has a winning culture. ""One of the reasons to come here is that I do feel we have a really good team and a really good squad. As a manager, you want to work at a club where there are good players, with the opportunity to win something. ""The past has shown there is a possibility for Liverpool to win some trophies. You can look at it as being the successor of someone who is really successful, but I look at that as ideal. I like to work with players, I like to improve them, but I like to win as well and there is an opportunity at this club to win."""
7/5/2024,10:24,Slot emphasises collaboration - 'I'm used to being a head coach',"Arne Slot on being head coach instead of manager and his influence over transfers: ""For me, it's not a change because in Europe we work like this. I worked with Feyenoord and my former clubs like this. ""There are not many clubs in the world where one person decides everything. It's a collaboration between people. ""I don't think there are many sporting directors who will bring in players the manager doesn't like, or the other way around. ""But it's not only the two of us at a club like this. There are many more people who will bring their opinion. ""I like to work like this."""
7/5/2024,10:22,Slot excited to get to know Liverpool players,"Arne Slot on his immediate priorities in the job: ""Getting to know the people that work here, getting to know the players – as people but mainly as players, because I’ve seen a lot of games and training sessions but you get to know them even better if you are with them together – and then implementing playing style. ""But it’s not that we’re going to change everything here because a lot of things are done really well. But we have to find ways to improve. I took my time for that. I was off for a lot of weeks, so I had a lot of time to look at where we can improve. ""But I think starting to work with them will actually get us an even better insight in the improvements we have to make."""
7/5/2024,10:20,Slot: I want good players - age doesn't matter,"Arne Slot on integrating academy players: ""I like to see good players. If they are old or young, that doesn't matter. ""But it is always nice for a club for young players to come through the ranks. That always gives energy to the club. ""But in the end, it's all about the quality. They did really well [last season] and if they continue doing so, there is a fair chance they will play."""
7/5/2024,10:19,Slot: My priority is to get the team ready,"Arne Slot when asked about the importance of getting to know Liverpool as a city: ""It takes some time to understand everything but the way I'm going to use the time in the upcoming weeks is to put the team in the best possible way for us to be ready for the first game. ""It helps if you get to know the city, but it helps even more if you win most of your games. I think, with Jurgen, it was a combination of getting to know the city and getting to know the style of play the fans like. ""One of the reasons Liverpool came to me is that our playing style is not so different. We both like the fans to come into the stadium and see a team that plays with a lot of energy, that plays good football, and that is the thing I am most focused on. ""If we do that in the best possible way, that will probably give me some time and, if I have time, I can then get to know the city a bit better. But it all starts with improving the team and winning as many games as we can."""
7/5/2024,10:16,Hughes: We'll be 'opportunistic' in transfer market,"Richard Hughes on starting work as sporting director: ""It's been great to work with Arne. Clearly it was a difficult position at first because there were important jobs to finish where we were, and important jobs to finish here at Liverpool. ""Since then, we've been in communication daily over logistics, organisation and preparing the transfer window, which is something we will know more about as we go on and we know more about our current squad, which we are delighted to have inherited. ""We need to improve on the training pitch and, with the window open, we will be opportunistic. If we can improve certain areas as we go, we will look to do that. ""Contractual situations I don't think would be fair for me to talk about. These are private matters between the club and players. ""The only concern I have is total commitment from the players to the cause for next season and we're absolutely convinced that is the case."""
7/5/2024,10:12,Slot: My aim is to make the team better,"Arne Slot on his hopes of improving Liverpool: “If you work in this league, everyone gets better every season, so it’s also important for us to improve. ""One of the [reasons] is because our competitors improve as well, but that’s normal when you work in the biggest league in the world. ""You can expect other teams to get better and that’s also the aim we have and the reason why we come in every day, to make the team and the players better.”"
7/5/2024,10:10,Slot: Klopp was more than the 'normal one',"Arne Slot asked about Jurgen Klopp introducing himself as the 'normal one': ""It's special what Jurgen did to this club. When he arrived, he said he was the 'normal one' but what made him special was the impression he left behind, winning trophies and his playing style - the fans loved it. ""Maybe he said he was the normal one but I think the fans saw him differently. What he did for the club was more than normal."""
7/5/2024,10:05,Slot speaks at first Liverpool press conference - recap,"Arne Slotspoke at his first press conference since being appointedLiverpoolhead coach on Friday. Follow the recap below for everything he had to say on replacing Jurgen Klopp, his playing style and much more. Richard Hughes, Liverpool's new sporting director, also spoke about why they chose Slot and how he will approach the transfer market..."
7/5/2024,06:37,Liverpool headlines: Lacroix turns down Wolfsburg deal,Wolfsburg centre-back Maxence Lacroix
7/5/2024,06:37,Lalas urges US soccer chiefs to appoint Klopp,Alexi Lalashas urged US soccer chiefs to do everything in their power to persuadeJurgen Kloppto become the next head coach of their men’s national team (Daily Mirror). Sky Sports
7/3/2024,10:30,Endo left out of Japan's Olympic squad,"NewLiverpoolhead coachArne Slothas received a boost ahead of the start of pre-season training after midfielderWataru Endowas left out of Japan’s squad for the Olympics. The national team wanted to include the 31-year-old as one of their three over-age players in a predominantly under-23 squad for the Paris Games, which start later this month. However, head coach Go Oiwa told a press conference in Tokyo the “restrictions” the Japanese Football Association had to work under in relation to European players – as the Olympics does not fall in FIFA-designated window – had influenced their selection with no over-age players selected. Liverpool return to training on Friday, when Slot will host his first press conference since being named Jurgen Klopp’s successor. The players returning will be a mixture of senior and fringe players, due to Euro 2024 and Copa America involvement, but among those expected are Mohamed Salah – whom Egypt wanted for the Olympics but are increasingly resigned to being disappointed – Endo and Curtis Jones, who was cut from England’s extended squad before they travelled to Germany."
7/3/2024,09:15,Could Williams be on his way to Liverpool?,"Athletic BilbaowingerNico Williamsmay be on his way toLiverpoolthis summer, according to theDaily Express. Williams has been one of the stars of Euro 2024 to date for Spain, and scored the third of their four goals in the 4-1 romp over Georgia in the last 16. The paper cites reports in Spain that Liverpool are ready to pay Bilbao Williams' full release clause to sign him, a figure reportedly in the region of £45m."
7/2/2024,07:11,Has Gordon's head turned?,No Content
7/1/2024,13:08,Could Ugarte choose Liverpool over Man Utd?,"Manuel Ugarte's agent has talked up the possibility of his client joiningLiverpoolinstead ofManchester United. Sky Sports News understands United are talking withParis Saint Germainover signing the Uruguayan midfielder. Discussions at an early stage with United exploring the conditions of a potential deal. Though Ugarte not the only midfielder United are looking at. However, Ugarte's agent Jorge Chijane has spoken about Arne Slot's Reds making a move for the midfielder. ""Liverpool? There is a lot of talk but it is not the only club, there are others. There are many possibilities on the table,"" Chijane told Portuguese outletO Jogo. ""It's almost certain that he won't stay [at PSG], it's sure he'll leave. I believe the situation will be resolved."""
6/30/2024,07:26,Liverpool transfer rumours: Sunday,"Liverpoolremain interested in signingAnthony Gordondespite talks over a deal for theNewcastlewinger breaking down this week. (The Observer) Liverpool will face competition from two Premier League rivals forNapolistrikerKhvicha Kvaratshkeila, but Napoli are determined not to sell the Georgia star. (Daily Star)"
6/29/2024,11:58,Liverpool's move for Gordon fails to materialise,Talks betweenNewcastleandLiverpoolover the potential sale ofAnthony Gordondid not progress becauseJarell Quansahwould have been part of the deal. Liverpool are understood to admire Gordon but see Quansah as a big part of their future having established himself as a first-team regular. The club also have strength in depth in attacking positions and see him as a future England regular. Several clubs are under pressure to comply with the Premier League's profit and sustainability rules (PSR) before the deadline on June 30.
6/24/2024,06:49,RB Leipzig targeting Morton,"RB Leipzigare one of a number of teams interested in signingLiverpooland England U21 midfielderTyler Morton,according toThe Times. He spent last season on loan at Hull, making 41 appearances, having featured for Liverpool's senior team under Jurgen Klopp. However, he signed a new long-term deal 18 months ago and reports suggest Liverpool will want around £20m for the youngster."
6/24/2024,06:34,Kimmich 'in contention for PL move' - but not to Man Utd,"Joshua Kimmichremains in contention for a Premier League move this summer, according to theDaily Mirror. However,Manchester Unitedwon't be in the mix unless the German has changed his stance. Kimmich has just a year left on his current Bayern Munich deal withArsenalandLiverpoolalso reportedly interested."
6/23/2024,08:41,Slot to 'splash the cash' this summer - and could target Barca players,"Arne Slotis keen to stamp his authority on his newly-acquiredLiverpoolsquad this summer by splashing the cash in the transfer window, theSunday Expressreports. Some of these signings could reportedly come from Spain, withBarcelonahave put ‘over half’ of their squad up for sale in the hope of raising funds to improve their financial situation."
6/22/2024,21:46,Liverpool 'make contact' with Rabiot about free transfer,"Liverpoolhave made contact with formerManchester Unitedtransfer targetAdrien Rabiot, according to theSunday Mirror. Rabiot is out of contract at Juventus at the end of June and will be available on a free transfer. The France midfielder - who is currently playing at Euro 2024 - was close to joining United in 2022 but could become Arne Slot's first signing at Anfield."
6/21/2024,12:22,Liverpool set for £9m Solanke windfall,"Liverpoolcould be set for a £9m windfall asChelseapress to signDominic Solanke, saysthe Mirror. The striker scored one goal during his two seasons at Anfield, before joining the Cherries in January 2019."
6/21/2024,12:13,Liverpool monitoring Musiala,"Liverpoolare one of the sides keeping tabsJamal Musiala, with theBayern Munichforward thought to be keen to move to the Premier League, according to reports in the Mirror. The Germany international, 21, is contracted to the Bavarians until the summer of 2026."
6/20/2024,11:23,New Liverpool boss sees funny side of lunchtime slot after Klopp criticism,"NewLiverpoolhead coachArne SlotjokedTNT Sportsselected the Reds' opening match of the new season at Ipswich for a lunchtime kick-off because Jurgen Klopp was no longer in charge. Klopp was a constant critic of Saturday 12.30 starts, especially after midweek games and international breaks, and in one of his final press conferences last month said they were ""a crime"". But while the man in the top job at Anfield has changed, things have stayed the same with an early start at Portman Road on August 17. Sky Sports ""They've told me it's going to be 12.30... from what I know, Jurgen complained a lot about this so probably they thought, with Jurgen being out let's put them at 12.30 again,"" he told the club's website. ""It's different to a normal 12.30 because it's not after a game in Europe. Looking forward to it. A promoted team so it's going to be special for them as well. ""I think every team might prefer a home game to start with, but we're going to face Ipswich and we are looking forward to that. In Klopp's eight-and-a-half-year reign at Anfield almost 14 per cent of their fixtures were at Saturday lunchtime, comfortably more than any other Premier League team. Last season they had six - Manchester City and Manchester United had three apiece."
6/20/2024,07:10,Liverpool slap £25m price tag on Kelleher,"Liverpoolhave slapped a £25m price tag on second-choice goalkeeperCaoimhin Kelleher, according to theDaily Mirror. The 25-year-old started 10 Premier League games for the Reds last term, in addition to starting all six Carabao Cup games - en-route to lifting the trophy - eight Europa League games and two FA Cup games."
6/19/2024,18:06,Slot: I waited until after Klopp departure to contact Liverpool players,"NewLiverpoolmanagerArne Slothas revealed how he has contacted some of his new players already, but is keen to meet them in person rather than over the phone. He added that he waited until after Jurgen Klopp's departure to begin any conversations. In his first interview, given with the club's media channels, he said: ""I've reached out to a few of them - all of them after Jurgen left, because I thought that was really important to be fair to Jurgen and to the players. ""They had to end the season and I don't think I would be really happy if my successor would have called players before I left the club. ""Then I think it's normal to start with the captain, which is Virgil [van Dijk] - which is an easy one for me because we could speak Dutch. ""I called a few others, but not many of them because most of them are playing at the Euros, and some others are at the Copa America. ""The best way is to keep a certain distance but also be interested in them as well, and hope most of them - especially the Dutch - will still be as long as possible away so they will reach the final. ""Then afterwards I will get to meet them and I think that's a better way of getting to know each other than by phone or Zoom meetings."" When questioned on transfers, Slot added: ""[There are] still one or two positions to fill in and we are talking about this and having meetings about this as well."" Sky Sports"
6/19/2024,10:59,Liverpool suffer Wirtz blow,"The father of Germany starFlorian Wirtzsays that his son will be staying atBayer Leverkusennext season amid links of a move to Liverpool, reportsthe Mirror. The 21-year-old is currently contracted to the Bundesliga champions until the summer of 2027."
6/19/2024,07:53,Could Leverkusen beat Liverpool to signing of Stuttgart defender?,"Xabi Alonso could get an early one over on Arne Slot with theBayer Leverkusenboss personally trying to convince Liverpool-linked defenderWaldemar Antonto join the German champions, saysthe Mirror. The Reds reportedly made an enquiry regarding the potential signing of the 27-year-oldStuttgartcentre back earlier this summer, in hopes of replacing veteran defender Joel Matip, who departed Anfield at the end of last season."
6/19/2024,07:31,Reds in talks to sign 16-year-old Wolves  defender,"Liverpool are in discussions to signWolvesprospectAlvin Ayman, according to reports inthe Daily Mail. Sky Sports The 16-year old, who can play in midfield or at centre back, joined Wolves' academy from Bradford City and has made such progress that manager Gary O'Neil has already included him in first-team squads to gain experience."
6/18/2024,08:44,Race for Chiesa hots up,"Liverpoolcould potentially face competition for the signing ofJuventuswingerFederico Chiesa, according to theDaily Mirror."
6/14/2024,09:31,'Liverpool & Man Utd actively pursuing Lille's Yoro',"Liverpool and Manchester United are actively pursuing a deal to sign Lille's teenage centre-back Leny Yoro, according toThe Athletic. Real Madrid are viewed as favourites to sign the 18-year-old by Liverpool and Man Utd, the report claims, but they are said to be pushing hard for the transfer. The Athleticadds that Yoro, one of the most promising young players in Europe, is viewed as a ""unique market opportunity separate to other targets"" by the Premier League sides. Paris Saint-Germain are also interested in Yoro."
6/14/2024,07:20,Liverpool 'aware' of Yoro but expect Real move,No Content
6/13/2024,09:39,Bayern Munich target defender Gomez,"LiverpooldefenderJoe Gomezis a target for Bundesliga clubBayern Munich, according to theDaily Mirror. Gomez is currently onEnglandduty at Euro 2024, and his inclusion at the tournament is based around his versatility. Bayern managerVincent Kompanycame up against the 27-year-old last season during his time at Burnley and is said to be impressed by the player's ability to play across the defence. Meanwhile,LiverpoolandBrazilgoalkeeperAlissonhas rejected the chance to join Saudi clubAl Nassr, according toFootball Insider."
6/12/2024,06:21,Kompany eyes Gomez,No Content
6/11/2024,17:42,'I'm very happy at Liverpool' - Diaz delivers Barcelona blow,"Barcelonahave faced a fresh setback in their pursuit ofLiverpool'sLuis Diaz, according toMundo Deportivo. Diaz - who is preparing for the Copa America with Colombia - is under contract with Liverpool until 2027. The winger's father revealed joining Barcelona would be one of Diaz's ""dreams"" last year, but the 27-year-old has now said: ""I am very happy at Liverpool, it is a great team and club. ""I always wanted to play there so I am very happy and relaxed. I'm not thinking about anything else, other than the Colombian national team."""
6/11/2024,06:35,Trent in pole to partner Rice at Euros,"Trent Alexander-Arnoldis in pole position to start the Euros asDeclan Rice’s central midfield partner forEngland, according to theDaily Telegraph."
6/10/2024,06:27,Slot 'not interested' in Minteh reunion,"The MirrorreportsArne Slotis not interested in an Anfield reunion withNewcastlewingerYankuba Minteh, who was on loan atFeyenoordunder the newLiverpoolmanager this season. Sky Sports"
6/8/2024,08:15,Could Diaz join Barcelona?,Barcelonasporting director Deco might try to temptLiverpoolinto lettingLuis Diazleave this summer by offering upRaphinhaas part of any transfer(Daily Express).
6/7/2024,18:46,'Mainz and Liverpool apart in valuations over deal for Van den Berg',"Bundesliga sideMainzandLiverpoolare apart in their valuations over a possible permanent deal for defenderSepp van den Berg, according toThe Athletic. It is claimed Liverpool want around £20m for the Dutchman who spent last season on loan at Mainz, with the German club desperate to keep the 22-year-old, but the price tag is well out of their range. Liverpool have reportedly had plenty of interest in Van den Berg across Europe and are in no rush to make a decision on his future."
6/7/2024,12:18,Werner: My vision is for a Premier League game to be played in New York,"LiverpoolchairmanTom Werneralongside ownerJohn W Henryhas revealed in a wide-ranging interview with theFinancial Timesthat he has an idea for Premier League games to be played worldwide inNew Yorkand fromRiotoRiyadh. Back in April 2021, Henry was among a group of European football club owners forced into a humbling climbdown after announcing theEuropean Super League,which unravelled within 48 hours amid mass public protests from fans, politicians and players. In the aftermath, Henry issued an apology to Liverpool fans. “In this endeavour, I have let you down,” he said. “It’s something I won’t forget and shows the power the fans have today and will rightly continue to have.” But, speaking on Friday in the Financial Times, FSG chair Werner admitted: ""I’m determined one day to have a Premier League game be played in New York City. ""I even have the sort of crazy idea that there would be a day where we play one game in Tokyo, one game a few hours later in Los Angeles, one game a few hours later in Rio, one game a few hours later in Riyadh and make it sort of a day where football, where the Premier League, is celebrated."""
6/4/2024,10:00,Robertson: Squad is in a good place,"Succeeding such a successful and popular figure will be a huge challenge for 45-year-old Dutchman Slot. Klopp ended his farewell speech at Anfield by leading the crowd in a chant of Slot’s name, and Robertson said: “For the fans, you have to be open minded. “The last eight, nine years were pretty special. Maybe they’re going a bit into the unknown but it has to be exciting; the squad’s in a good place, we had a good season last season. “Yes it could have been more but the aim at the start of the season was to get back in the Champions League and we ended up with a trophy as well. You have to take that as a positive. “He (Klopp) has left the club in a really good place so now we have to carry it forward. The manager will come in and he’ll recruit a really good squad, and I’m sure he’ll want to bring in some new faces as well. “We have to go again. We showed for large parts of last season we could challenge for the league and that has to be the aim. The manager has won trophies before and he’ll want that feeling again. We’ve got to be at our best to try and achieve that.”"
6/4/2024,09:59,Robertson ‘excited’ for Slot era at Liverpool,"Andy Robertsonis excited for a new challenge underLiverpoolboss Arne Slot and has urged Reds fans to be open minded. Former Feyenoord manager Slot officially succeeded Jurgen Klopp at the beginning of this month following the German’s emotional farewell. Robertson was a key figure in Klopp’s hugely successful nine-year reign but is keen to move forward. “I haven’t spoken to him (Slot) yet,” said the full-back, who is preparing for Scotland’s European Championship campaign, to Sky Sports. “I think he’s leaving us to focus on the Euros. It’s an exciting new challenge. Obviously the old era was pretty special and I’ve got a lot to be thankful for for that manager but obviously excited now by the new manager coming in – new ideas, new voice – and I’m really excited for what can come with that. “I’ve got no doubts we can keep that momentum going. From all the reports we’ve had, the manager’s very good and I can’t wait to see that up close.”"
6/3/2024,10:45,"Liverpool, Arsenal and Man City chase Newcastle's Guimaraes","Liverpool,ArsenalandManchester Cityare keen to signNewcastle'sBruno Guimaraesthis summer, according to Spanish outletAS. Newcastle are reported to be considering sanctioning a sale of one of their biggest assets to meet Profitability and Sustainability Rules this summer. Guimaraes is said to have a release clause of around €115m (£98.1m), although the Magpies could accept a fee closer to €80m (£68.2m). City met with Guimaraes' representatives in January, while their interest inLucas Paqueta, his Brazil team-mate, has waned due to his FA charge of alleged breaches of betting rules. Arsenal are keen to upgrade onJorginhoandThomas Parteyat the base of their midfield, while Liverpool see Guimaraes as a potential marquee signing forArne Slot, the new head coach."
6/2/2024,10:39,Kelleher wants urgent talks over Liverpool future,"Caoimhin Kelleheris seeking urgent talks with newLiverpoolboss Arne Slot over his future as he believes he needs regular first-team football rather than backing up Alisson, reportsthe Sun on Sunday. The Republic of Ireland, 25, is contracted to the Reds until the summer of 2026."
6/2/2024,08:19,Van den Berg keen to quit Reds,"Sepp van den Bergis desperate to leave Liverpool having been serially loaned out, saysthe Sunday Mirror. However, the Netherlands defender believes the Reds are pricing him out of a move away from Anfield."
6/2/2024,08:16,Liverpool join race to sign Newcastle midfielder Guimaraes,"Liverpool have joined the race forNewcastlemidfielderBruno Guimaraes, according to reports inthe Sunday Mirror. The Brazil international, 26, is contracted to the Magpies until the summer 2028."
6/1/2024,17:09,Gakpo backs Slot to deliver winning style,"LiverpoolforwardCody GakpofeelsArne Slot’sfootballing philosophy makes him an ideal successor to Jurgen Klopp. Dutchman Slot officially began his Anfield tenure on Saturday following the departure of long-serving manager Klopp. Reds forward Gakpo, formerly of PSV Eindhoven, played against his compatriot’s AZ Alkmaar and Feyenoord sides during his days in the Eredivisie. Asked whether Slot’s style will be transferrable, Gakpo told Dutch newspaperDe Telegraaf: “I think so, otherwise the club wouldn’t have appointed him. “If you talk about neat football and high pressure, with the latter being a very big characteristic of us under Jurgen Klopp, then that is also something we are certainly used to.” Slot signed a three-year contract to become the Premier League club’s first head coach, rather than manager. He arrives on Merseyside having led Feyenoord to the Eredivisie title, Dutch Cup glory and the 2022 Europa Conference League final during his three-year stay in Rotterdam. The 45-year-old spent the previous season with AZ, finishing second below Ajax on goal difference in a campaign cut short by the Covid-19 pandemic. “I have not spoken to him before… (but) I do know that he has always made it very difficult for us at PSV and is known as a very good trainer, of course,” said Netherlands international Gakpo."
6/1/2024,08:53,Slot's first day in charge of Liverpool,Arne Slotstarts work asLiverpool'snew manager on Saturday - but what will be the priorities for the Dutchman at Anfield? Sky Sports
6/1/2024,08:45,Liverpool headlines: Reds eye Mbeumo,"BrentfordforwardBryan Mbeumois onLiverpool'stransfer radar and has said he wants to play in the ""biggest competitions, at the best clubs"" (Evening Standard). Arne Slotcould receive an early boost when he begins work as Liverpool boss on Saturday with the club reportedly ready to offerConor Bradleya new long-term contract (Daily Express). Michael Edwardshas appointed a head of global goalkeeping as he continues to improve Liverpool's strategy under the ownership of Fenway Sports Group - Hans Leitert, who is a former coach at Tottenham Hotspur and the author of The Art of Goalkeeping (The Times)."
5/31/2024,07:51,Diaz and Gomez emerge as Saudi summer targets,"Liverpool's Luis DiazandJoe Gomezhave emerged as targets for theSaudi Arabian Pro Leagueas they look to attract younger players this summer, according to theDaily Mail. Diaz has been one of Liverpool's stand-out performers since arriving from Porto for £37.5m in 2022 while Gomez has just come off one of his best seasons at Anfield having been utilised in a number of positions across defence and midfield. However, there is a belief that both could be open to a move this summer followingJurgen Klopp'sdeparture and the arrival ofArne Slot. Liverpool will naturally look to tweak their squad and the Saudi Pro League believe there is an opportunity to test their resolve over the coming weeks. The Saudi Pro League's chief executive and former Chelsea director of footballMichael Emenalohas spoken openly about their quest to sign ""exceptional"" players in their prime for this summer. As withMohamed Salah, Gomez was an option for the Saudi League last year but Liverpool were reluctant to deal."
5/30/2024,07:53,'Slot wants Watkins to replace Nunez',"Aston Villaare braced for new ­Liverpool boss Arne Slot to launch a bid for their 19-goal strikerOllie Watkins, according toThe Sun. Watkins' goals fired Villa to a Champions League spot last term, and he only signed a new deal at Villa Park in October, but Slot is a fan of the 28-year-old. The link comes amid another report suggesting Liverpool have doubts overDarwin Nunez, who is without a goal in his last 10 games for the Reds and has been linked with Barcelona. Nunez scored 11 goals in 22 starts last season but Liverpool are said to see Watkins as a replacement."
5/29/2024,07:15,Papers: Liverpool eye Atalanta midfielder Ederson,No Content
5/26/2024,09:44,Liverpool headlines: Reds to rival Man Utd for Lille star Yoro,Leicesterare considering a move forFeyenoorddefenderDavid Hanckoafter it became clear he would not be following former bossArne SlottoLiverpool(Mail on Sunday). Liverpool have joinedManchester Unitedin the race to sign youngLilledefenderLeny Yoro(Metro).
5/23/2024,07:48,Slot 'in pole position' to sign Feyenoord stopper Bijlow,"NewLiverpoolbossArne Slotis in pole position to signFeyenoord's JustinBijlowand head off a potential Kop keeper crisis, according toThe Sun. The 26-year-old was reportedly targeted by Man Utd last summer for £22, but could now be snapped up for as much as £10m with two years left on his contract and has had a couple of injury setbacks. However, theDaily Mailadds thatArsenalare in the market Bijlow withMikel Artetawanting a new No.2 as Aaron Ramsdale is expected to leave."
5/22/2024,06:43,Matip set to stay in PL,No Content
5/22/2024,06:42,Should Slot convince Salah NOT to play at the Olympics?,"Arne Slot’s first major task asLiverpoolboss is to talkMo Salahout of playing at the Olympics, according toThe Sun. If Salah is called up, andEgyptreach the Gold Medal match, the winger will return to Anfield just days before the 2024/25 Premier League campaign kicks off. The event also clashes with Liverpool's pre-season tour in the USA. The 31-year-old suffered a hamstring while on international duty at the Africa Cup of Nations in January and was sidelined for nearly two months."
5/21/2024,06:37,Liverpool join race for Kokcu,"Liverpoolhave come from 'out of nowhere' to join the race to signBenficamidfielderOrkun Kokcu, according to theDaily Mirror. The versatile midfielder can play centrally and deeper, netting seven goals and registering eight assists in the Portuguese Primeira Liga this season."
5/20/2024,21:48,Salah vows to 'fight like hell' for trophies,"Mo Salahhas hinted that he could stay atLiverpoolthis summer after vowing to do ""everything possible"" to win more trophies. Salah has been linked with following manager Jurgen Klopp out of Anfield with his contract set to expire in June 2025. Al Ittihad were prepared to pay more than £100m last summer but Salah did not want to move to Saudi Arabia. Clubs based in the Middle East are expected to come back in for him this summer but Salah appears to be hungry for more success at Liverpool. He posted on X: ""We know that trophies are what count and we will do everything possible to make that happen next season. Our fans deserve it and we will fight like hell."""
5/20/2024,16:12,Liverpool confirm Slot as Klopp's successor,Liverpoolhave confirmedArne Slotas their new head coach. Sky Sports
5/20/2024,12:40,Van Dijk: We need a good break,"Slot has yet to be officially confirmed as Klopp’s replacement but the Dutchman signed off at Feyenoord by stating Anfield was his next destination. A 21-year-old Van Dijk, while at Groningen, actually played against Slot in February 2013 in his final season as a player for PEC Zwolle but he has started to do his research on his compatriot. Slot has a huge job following Klopp and Euro 2024 will complicate his pre-season plans as he tries to get to know his new squad but Van Dijk has publicly offered one piece of advice regarding his summer preparations. “One thing I do know is we need a good break after our tournament because otherwise we will be in trouble as well going into the season,” he added. “Hopefully the new manager will look into that as well.” On what the future may hold under Slot, Van Dijk said: “I am very curious and have a lot of questions all the time. We will see; the Premier League and Liverpool is obviously a different ball game but we are here for him, I’ll be here for him whatever he needs. “It is all about sticking together and giving him the chance of showing what he is capable of with the other guys who will come in. “He probably knows already but everyone knows our expectations are always huge and it is about managing that in the right way and getting the maximum out of all of our players. “It starts with having a good break and then we are ready to go again.”"
5/20/2024,12:38,Van Dijk will not lose focus at Liverpool despite nearing end of contract,"LiverpoolcaptainVirgil van Dijkis still waiting for a new contract offer as he enters the final 12 months of his current deal but is fully committed to helping new managerArne Slotas the club transitions to the post-Jurgen Klopp era. Van Dijk, along with Mohamed Salah and Trent Alexander-Arnold, are all out of contract next summer and while the Netherlands international admits “change is sometimes a little bit scary” he trusts the club to make the right decisions following Klopp’s departure after eight-and-a-half years. “My future is not important at the moment. At the moment there is nothing for me to say,” said the 32-year-old defender after the club bade an emotional farewell to Klopp following the 2-0 victory over Wolves. “Nothing has changed and nothing is on the table either. No changes in my situation at all. “The only thing I can say now is if I have a farewell I don’t think I would keep it dry (not cry) because that was something I was very surprised with with him (Klopp).”"
5/18/2024,08:27,Amorim move collapsed over compensation,"Ruben Amorim'smove toLiverpoolfromSporting Lisbonreportedly fell through due to a dispute over his release clause, claims theDaily Mail. It is said the Portuguese manager was set to succeed Jurgen Klopp until Sporting doubled the compensation fee they were asking for from €10m (£8.6m) to €20m (£17.2m), which Liverpool felt was excessive and pulled out of the deal."
5/17/2024,08:13,Thiago also on his way out of Liverpool,"As well asJoel Matip, Liverpoolhave this morning announcedThiago Alcantarawill be leaving the club at the end of his contract this summer too. The FA Cup winner with the Reds has been hit by injuries over the past two seasons, making just one appearance this term. However, he won admirers for his technical play across his four campaigns at Anfield. ""Before he even came to Liverpool I believed that if you really love football it would make a lot of sense if you watched Thiago Alcantara play,"" said Jurgen Klopp. ""Technically, he is so, so good. A talent who could play in any team in the world and it was a privilege to have him with us. ""I already knew a lot about him as a footballer before he got here – what he did at Barcelona and Bayern Munich, how could you not? – and I could not have been happier when he decided to take on a new challenge with us. ""From that point on I got to see him up close and all I can say is 'Wow'. Most importantly, he was part of a new story and helped us develop as a team because of his special qualities."""
5/17/2024,07:43,Matip leaving Liverpool this summer,"Joel Matipwill leaveLiverpoolthis summer at the end of his contract. The centre-back has won the Champions League, Premier League, FA Cup and Carabao Cup with the Reds over eight seasons on Merseyside. Matip, 32, suffered an ACL injury in December, meaning his final game for the Reds was a 4-3 home win against Fulham. Jurgen Klopppaid tribute to Matip on the Liverpool website. ""In all the years that I have been involved in football, I am not sure I have come across too many players who are more loved than Joel Matip. I’m not even sure it would be possible to say anything bad about him,” said Klopp. “A wonderful professional, a wonderful footballer and a wonderful human being – we have been blessed to have him with us for as long as we have and now all we can do is wish him well as he heads off in a new direction."""
