date,time,headline,news_text,reporter,news,clean_news,lda_no,lda_topic,month,Sentiment_M
2/20/2025,,"Mohamed Salah gets top marks again but ""really tired"" midfield struggles","Mohamed Salah was a bright spark for Liverpool in their 2-2 draw away to Aston Villa, but others didn?€?t do enough on the night.
The Reds knew the importance of victory at Villa Park and things looked to be going swimmingly when Salah opened the scoring.
Goals from Youri Tielemans and Ollie Watkins turned the game on its head, however, with Liverpool?€?s defending leaving a lot to be desired.
Trent Alexander-Arnold earned Arne Slot?€?s side a point with a deflected strike, but the visitors didn?€?t go ",ThisIsAnfield,"Mohamed Salah gets top marks again but ""really tired"" midfield struggles Mohamed Salah was a bright spark for Liverpool in their 2-2 draw away to Aston Villa, but others didn?€?t do enough on the night.
The Reds knew the importance of victory at Villa Park and things looked to be going swimmingly when Salah opened the scoring.
Goals from Youri Tielemans and Ollie Watkins turned the game on its head, however, with Liverpool?€?s defending leaving a lot to be desired.
Trent Alexander-Arnold earned Arne Slot?€?s side a point with a deflected strike, but the visitors didn?€?t go ",mohamed salah gets top marks really tired midfield struggles mohamed salah bright spark draw away aston villa others didnt enough night reds knew importance victory villa park things looked going swimmingly salah opened scoring goals youri tielemans ollie watkins turned game head however defending leaving lot desired trent alexanderarnold earned arne slots side point deflected strike visitors didnt go,4,Salah Preformance,2025-02,p
1/13/2025,9:40:00,Are Forest in the title race?,"Liverpool manager Arne Slot: ""I've always said you can judge the table best halfway through the season and that moment is here now. ""If Forest are up there with us and Arsenal, Chelsea, City and all the others, then they definitely are a team that's in competition with us and the other teams. ""They deserve to be treated like this, if you look at the way they play, if you look at their results. ""It's going to be a very difficult challenge tomorrow to get a result.""",SkySports,"Are Forest in the title race? Liverpool manager Arne Slot: ""I've always said you can judge the table best halfway through the season and that moment is here now. ""If Forest are up there with us and Arsenal, Chelsea, City and all the others, then they definitely are a team that's in competition with us and the other teams. ""They deserve to be treated like this, if you look at the way they play, if you look at their results. ""It's going to be a very difficult challenge tomorrow to get a result.""",forest title race manager arne slot ive always said judge table best halfway season moment forest us arsenal chelsea city others definitely team thats competition us teams deserve treated like look way play look results going difficult challenge tomorrow get result,-1,,2025-01,s
8/31/2024,,Liverpool's 8 Champions League opponents include Real Madrid & Leverkusen,"Liverpool?€?s route to the Champions League knockout stage has been laid out after Thursday?€?s draw, with the new format putting them against EIGHT different clubs to start.
The Reds are back dining at the top table of European football and their return aligns with the Champions League?€?s new-look format.
There are now 36 teams and they are to be ranked in one league and will all play eight fixtures ?€? four at home and four away ?€? before a more traditional knockout stage follows.
And after a random d",ThisIsAnfield,"Liverpool's 8 Champions League opponents include Real Madrid & Leverkusen Liverpool?€?s route to the Champions League knockout stage has been laid out after Thursday?€?s draw, with the new format putting them against EIGHT different clubs to start.
The Reds are back dining at the top table of European football and their return aligns with the Champions League?€?s new-look format.
There are now 36 teams and they are to be ranked in one league and will all play eight fixtures ?€? four at home and four away ?€? before a more traditional knockout stage follows.
And after a random d",champions league opponents include real madrid leverkusen route champions league knockout stage laid thursdays draw new format putting eight different clubs start reds back dining top table european football return aligns champions leagues newlook format teams ranked one league play eight fixtures four home four away traditional knockout stage follows random,9,23-24 Europa,2024-08,s
12/31/2024,,Liverpool reject Real Madrid offer for Trent Alexander-Arnold - Latest Liverpool FC News,"Liverpool have rejected an offer from Real Madrid to sign Trent Alexander-Arnold in January, according to several reliable journalists.
Liverpool have rejected an offer from Madrid to sign Alexander-Arnold in the January window.
Reported by the Times?€? Paul Joyce among several others, the Spanish club made contact with Liverpool on Tuesday over a permanent deal but they were ?€?immediately rebuffed.?€?
The journalist added: ?€?The conversation did not reach the stage at which numbers were mentioned, wi",ThisIsAnfield,"Liverpool reject Real Madrid offer for Trent Alexander-Arnold - Latest Liverpool FC News Liverpool have rejected an offer from Real Madrid to sign Trent Alexander-Arnold in January, according to several reliable journalists.
Liverpool have rejected an offer from Madrid to sign Alexander-Arnold in the January window.
Reported by the Times?€? Paul Joyce among several others, the Spanish club made contact with Liverpool on Tuesday over a permanent deal but they were ?€?immediately rebuffed.?€?
The journalist added: ?€?The conversation did not reach the stage at which numbers were mentioned, wi",reject real madrid offer trent alexanderarnold latest fc news rejected offer real madrid sign trent alexanderarnold january according several reliable journalists rejected offer madrid sign alexanderarnold january window reported times paul joyce among several others spanish club made contact tuesday permanent deal immediately rebuffed journalist added conversation reach stage numbers mentioned wi,3,Alexanderarnold,2024-12,s
1/1/2025,,When Trent Alexander-Arnold's camp held positive talks with Real Madrid,"Though January 1 marks the first day Trent Alexander-Arnold can legally discuss a contract with Real Madrid, reports claim informal talks began much earlier.
Despite it being reiterated that players with contracts expiring at the end of the season can begin speaking with other clubs from New Year?€?s Day, it would be foolish to believe that would be their first contact.
In modern football, the mechanics of a transfer are largely conducted before any official contact between the two clubs involved.",ThisIsAnfield,"When Trent Alexander-Arnold's camp held positive talks with Real Madrid Though January 1 marks the first day Trent Alexander-Arnold can legally discuss a contract with Real Madrid, reports claim informal talks began much earlier.
Despite it being reiterated that players with contracts expiring at the end of the season can begin speaking with other clubs from New Year?€?s Day, it would be foolish to believe that would be their first contact.
In modern football, the mechanics of a transfer are largely conducted before any official contact between the two clubs involved.",trent alexanderarnolds camp held positive talks real madrid though january marks first day trent alexanderarnold legally discuss contract real madrid reports claim informal talks began much earlier despite reiterated players contracts expiring end season begin speaking clubs new years day would foolish believe would first contact modern football mechanics transfer largely conducted official contact two clubs involved,3,Alexanderarnold,2025-01,n
3/17/2025,11:31:00,Follow Saturday's Premier League games live,Six matches make up Saturday's Premier League action and BBC Sport will bring you every kick. Nottingham Forest v Brighton (12:30) AFC Bournemouth v Liverpool -listen on BBC Radio 5 Live Everton v Leicester City Ipswich Town v Southampton Newcastle v Fulham Wolves v Aston Villa (17:30) -listen on BBC Radio 5 Live All kick-off times 15:00 GMT unless stated Follow all of the action and reaction here.,BBC,Follow Saturday's Premier League games live Six matches make up Saturday's Premier League action and BBC Sport will bring you every kick. Nottingham Forest v Brighton (12:30) AFC Bournemouth v Liverpool -listen on BBC Radio 5 Live Everton v Leicester City Ipswich Town v Southampton Newcastle v Fulham Wolves v Aston Villa (17:30) -listen on BBC Radio 5 Live All kick-off times 15:00 GMT unless stated Follow all of the action and reaction here.,follow saturdays premier league games live six matches make saturdays premier league action bbc sport bring every kick nottingham forest v brighton afc bournemouth v listen bbc radio live everton v leicester city ipswich town v southampton newcastle v fulham wolves v aston villa listen bbc radio live kickoff times gmt unless stated follow action reaction,40,BBC Live,2025-03,s
11/26/2024,,"Arne Slot admits Real Madrid carry Champions League aura: ""Always find a way""","Liverpool head coach Arne Slot admits Real Madrid carry a different aura into Champions League matches than other clubs which can give them a psychological advantage.
The Spanish club have become something of a nemesis for the Reds in recent years, beating them in the 2018 and 2022 finals in a sequence of eight matches in which they have won seven and drawn one.
Liverpool?€?s last victory over Madrid came in March 2009 when Steven Gerrard (two), Fernando Torres and Andrea Dossena scored in a 4-0 v",ThisIsAnfield,"Arne Slot admits Real Madrid carry Champions League aura: ""Always find a way"" Liverpool head coach Arne Slot admits Real Madrid carry a different aura into Champions League matches than other clubs which can give them a psychological advantage.
The Spanish club have become something of a nemesis for the Reds in recent years, beating them in the 2018 and 2022 finals in a sequence of eight matches in which they have won seven and drawn one.
Liverpool?€?s last victory over Madrid came in March 2009 when Steven Gerrard (two), Fernando Torres and Andrea Dossena scored in a 4-0 v",arne slot admits real madrid carry champions league aura always find way head coach arne slot admits real madrid carry different aura champions league matches clubs give psychological advantage spanish club become something nemesis reds recent years beating finals sequence eight matches seven drawn one last victory madrid came march steven gerrard two fernando torres andrea dossena scored v,0,LFC Derby,2024-11,s
3/17/2025,21:57:00,Southampton 1-2 Liverpool - send us your thoughts,Were you at the game or following from elsewhere? Have your say on Southampton?€?s performance What did you make of Liverpool?€?s display? Come back to this page on Thursday to find a selection of your replies,BBC,Southampton 1-2 Liverpool - send us your thoughts Were you at the game or following from elsewhere? Have your say on Southampton?€?s performance What did you make of Liverpool?€?s display? Come back to this page on Thursday to find a selection of your replies,southampton send us thoughts game following elsewhere say southamptons performance make display come back page thursday find selection replies,53,Interview,2025-03,n
4/28/2024,,Liverpool player ratings vs. West Ham as Andy Robertson & Luis Diaz stand out,"While Liverpool improved on their derby defeat, the 2-2 draw at West Ham was still a frustrating watch for fans and the manager.
Liverpool weren?€?t terrible against West Ham, neither were they good. As usual, the goals they conceded were avoidable and that was ultimately their undoing on Saturday lunchtime.
After the 2-0 defeat at Everton, Jurgen Klopp made five changes to his team. Liverpool, however, remained uninspiring at first and West Ham?€?s opener felt unsurprising when it came.
A renewed s",ThisIsAnfield,"Liverpool player ratings vs. West Ham as Andy Robertson & Luis Diaz stand out While Liverpool improved on their derby defeat, the 2-2 draw at West Ham was still a frustrating watch for fans and the manager.
Liverpool weren?€?t terrible against West Ham, neither were they good. As usual, the goals they conceded were avoidable and that was ultimately their undoing on Saturday lunchtime.
After the 2-0 defeat at Everton, Jurgen Klopp made five changes to his team. Liverpool, however, remained uninspiring at first and West Ham?€?s opener felt unsurprising when it came.
A renewed s",player ratings vs west ham andy robertson luis diaz stand improved derby defeat draw west ham still frustrating watch fans manager werent terrible west ham neither good usual goals conceded avoidable ultimately undoing saturday lunchtime defeat everton jurgen klopp made five changes team however remained uninspiring first west hams opener felt unsurprising came renewed,-1,,2024-04,p
8/23/2024,,"Arne Slot speaks on Joe Gomez transfer situation - praises his ""good"" training week","Joe Gomez is not short on suitors this summer as he considers his Liverpool future, but Arne Slot has praised his efforts at training while touching on the centre-back?€?s future.
The England centre-back was left out of the matchday squad at Ipswich last weekend, and as quickly as that news broke so did a report that he was ?€?exploring?€? his transfer options.
A number of those options have dwindled this week as Premier League clubs continue to add to their squads, but question marks remain over whet",ThisIsAnfield,"Arne Slot speaks on Joe Gomez transfer situation - praises his ""good"" training week Joe Gomez is not short on suitors this summer as he considers his Liverpool future, but Arne Slot has praised his efforts at training while touching on the centre-back?€?s future.
The England centre-back was left out of the matchday squad at Ipswich last weekend, and as quickly as that news broke so did a report that he was ?€?exploring?€? his transfer options.
A number of those options have dwindled this week as Premier League clubs continue to add to their squads, but question marks remain over whet",arne slot speaks joe gomez transfer situation praises good training week joe gomez short suitors summer considers future arne slot praised efforts training touching centrebacks future england centreback left matchday squad ipswich last weekend quickly news broke report exploring transfer options number options dwindled week premier league clubs continue add squads question marks remain whet,14,1st Team MoveOut,2024-08,s
3/12/2025,0:48:00,The Verdict: Missed opportunity for Liverpool after PSG defeat,No Content,SkySports,The Verdict: Missed opportunity for Liverpool after PSG defeat No Content,verdict missed opportunity psg defeat content,-1,,2025-03,n
1/24/2024,,Fulham 1-1 Liverpool: Reds scrape into League Cup final,"Liverpool drew with Fulham on the night but won on aggregate to reach the 2024 League Cup final.
Carabao Cup Semi Final, Second Leg; Craven Cottage
January 24, 2024
Aggregate: Fulham 2-3 Liverpool
Diaz 11?€? (assist: Quansah)
Diop 77?€?
Jurgen Klopp made four changes from the side that comfortably saw off Bournemouth four days earlier.
Luis Diaz expertly opened the scoring in the 11th minute, controlling the ball on his chest, brushing off the defender and hitting his shot in at the near post ?€? not ",ThisIsAnfield,"Fulham 1-1 Liverpool: Reds scrape into League Cup final Liverpool drew with Fulham on the night but won on aggregate to reach the 2024 League Cup final.
Carabao Cup Semi Final, Second Leg; Craven Cottage
January 24, 2024
Aggregate: Fulham 2-3 Liverpool
Diaz 11?€? (assist: Quansah)
Diop 77?€?
Jurgen Klopp made four changes from the side that comfortably saw off Bournemouth four days earlier.
Luis Diaz expertly opened the scoring in the 11th minute, controlling the ball on his chest, brushing off the defender and hitting his shot in at the near post ?€? not ",fulham reds scrape league cup final drew fulham night aggregate reach league cup final carabao cup semi final second leg craven cottage january aggregate fulham diaz assist quansah diop jurgen klopp made four changes side comfortably saw bournemouth four days earlier luis diaz expertly opened scoring th minute controlling ball chest brushing defender hitting shot near post,38,QT-Final Caraboa,2024-01,p
2/7/2025,,"Mo Salah is ""most effective forward in world"" - but 4 rival for top score","Mohamed Salah was yet again Liverpool?€?s star player in the 4-0 win at home to Tottenham, but others weren?€?t too far behind after a thumping victory.
The Reds were 90 minutes away from Wembley on Thursday night, looking to come back from 1-0 down in the first leg.
They achieved that emphatically, with Cody Gakpo firing Arne Slot?€?s side in front before half-time and setting them on their way.
Salah?€?s penalty was added to by goals from Dominik Szoboszlai and Virgil van Dijk, as Liverpool booked a p",ThisIsAnfield,"Mo Salah is ""most effective forward in world"" - but 4 rival for top score Mohamed Salah was yet again Liverpool?€?s star player in the 4-0 win at home to Tottenham, but others weren?€?t too far behind after a thumping victory.
The Reds were 90 minutes away from Wembley on Thursday night, looking to come back from 1-0 down in the first leg.
They achieved that emphatically, with Cody Gakpo firing Arne Slot?€?s side in front before half-time and setting them on their way.
Salah?€?s penalty was added to by goals from Dominik Szoboszlai and Virgil van Dijk, as Liverpool booked a p",mo salah effective forward world rival top score mohamed salah yet star player win home tottenham others werent far behind thumping victory reds minutes away wembley thursday night looking come back first leg achieved emphatically cody gakpo firing arne slots side front halftime setting way salahs penalty added goals dominik szoboszlai virgil van dijk booked p,4,Salah Preformance,2025-02,p
7/17/2024,,Arne Slot has one clear instruction for Liverpool players as 11 vs. 11 work begins,"Liverpool gave a brief insight into Arne Slot?€?s tactical instructions during their latest pre-season training session with 11-a-side games underway at the AXA.
After the initial fitness tests and drills, Liverpool are beginning to step up their preparations for the new campaign at the AXA Training Centre.
That is due to include behind-closed-doors friendlies before the Reds fly out to the United States for their pre-season tour, with the first of those expected as early as Friday.
Along with tha",ThisIsAnfield,"Arne Slot has one clear instruction for Liverpool players as 11 vs. 11 work begins Liverpool gave a brief insight into Arne Slot?€?s tactical instructions during their latest pre-season training session with 11-a-side games underway at the AXA.
After the initial fitness tests and drills, Liverpool are beginning to step up their preparations for the new campaign at the AXA Training Centre.
That is due to include behind-closed-doors friendlies before the Reds fly out to the United States for their pre-season tour, with the first of those expected as early as Friday.
Along with tha",arne slot one clear instruction players vs work begins gave brief insight arne slots tactical instructions latest preseason training session aside games underway axa initial fitness tests drills beginning step preparations new campaign axa training centre due include behindcloseddoors friendlies reds fly united states preseason tour first expected early friday along tha,1,Pre-Match Review,2024-07,s
8/22/2024,,"Liverpool coach ""really proud"" of 17-year-old involved in Arne Slot's pre-season","Liverpool?€?s centre-back ranks were bolstered by an impressive teenager over the summer, and the club?€?s U21s coach Barry Lewtas has spoken of his pride in Amara Nallo?€?s progress.
Nallo, one of the youngest players used during pre-season, made two appearances totalling 41 minutes, a reward for his debut season at academy level.
The 17-year-old joined the club last summer from West Ham and swiftly moved from the U18s to the U21s, before then being drafted into first-team training under Jurgen Klopp",ThisIsAnfield,"Liverpool coach ""really proud"" of 17-year-old involved in Arne Slot's pre-season Liverpool?€?s centre-back ranks were bolstered by an impressive teenager over the summer, and the club?€?s U21s coach Barry Lewtas has spoken of his pride in Amara Nallo?€?s progress.
Nallo, one of the youngest players used during pre-season, made two appearances totalling 41 minutes, a reward for his debut season at academy level.
The 17-year-old joined the club last summer from West Ham and swiftly moved from the U18s to the U21s, before then being drafted into first-team training under Jurgen Klopp",coach really proud yearold involved arne slots preseason centreback ranks bolstered impressive teenager summer clubs us coach barry lewtas spoken pride amara nallos progress nallo one youngest players used preseason made two appearances totalling minutes reward debut season academy level yearold joined club last summer west ham swiftly moved us us drafted firstteam training jurgen klopp,-1,,2024-08,p
9/1/2024,,Watch Man United vs. Liverpool - Live Online Streams and TV Info,"Liverpool head to Old Trafford to take on Man United in English football?€?s biggest fixture. Here?€?s how to watch and stream live around the world.
There will be a distinctly Dutch flavour to this Premier League game, as Arne Slot?€?s Liverpool aim to take three points from Erik ten Hag?€?s Man United.
Slot will be hoping for a confidence-boosting win before the international break. However, no matter the state of Man United, they almost always make things difficult at home for the Reds.
Liverpool wil",ThisIsAnfield,"Watch Man United vs. Liverpool - Live Online Streams and TV Info Liverpool head to Old Trafford to take on Man United in English football?€?s biggest fixture. Here?€?s how to watch and stream live around the world.
There will be a distinctly Dutch flavour to this Premier League game, as Arne Slot?€?s Liverpool aim to take three points from Erik ten Hag?€?s Man United.
Slot will be hoping for a confidence-boosting win before the international break. However, no matter the state of Man United, they almost always make things difficult at home for the Reds.
Liverpool wil",watch man united vs live online streams tv info head old trafford take man united english footballs biggest fixture heres watch stream live around world distinctly dutch flavour premier league game arne slots aim take three points erik ten hags man united slot hoping confidenceboosting win international break however matter state man united almost always make things difficult home reds wil,5,Matchday Promote,2024-09,s
10/13/2024,,Vitezslav Jaros is the 10th Liverpool debutant from 2019 FA Youth Cup winners,"Liverpool won the FA Youth Cup for the first time in 12 years in 2019, and Vitezslav Jaros has now become the 10th player from the winning squad to make his first-team debut.
The Reds have won the FA Youth Cup four times in their history, starting in 1996. The most recent triumph came via a 5-3 penalty shootout victory over Man City in 2019.
It is a competition that has been the springboard for several senior players at the club, including Jamie Carragher and Michael Owen.
And while only two rem",ThisIsAnfield,"Vitezslav Jaros is the 10th Liverpool debutant from 2019 FA Youth Cup winners Liverpool won the FA Youth Cup for the first time in 12 years in 2019, and Vitezslav Jaros has now become the 10th player from the winning squad to make his first-team debut.
The Reds have won the FA Youth Cup four times in their history, starting in 1996. The most recent triumph came via a 5-3 penalty shootout victory over Man City in 2019.
It is a competition that has been the springboard for several senior players at the club, including Jamie Carragher and Michael Owen.
And while only two rem",vitezslav jaros th debutant fa youth cup winners fa youth cup first time years vitezslav jaros become th player winning squad make firstteam debut reds fa youth cup four times history starting recent triumph came via penalty shootout victory man city competition springboard several senior players club including jamie carragher michael owen two rem,-1,,2024-10,s
1/28/2024,,Liverpool FC team news vs. Norwich - Injuries and available squad,"After a whirlwind Friday morning, by the afternoon it was back to business as Liverpool prepared to face Norwich in the FA Cup.
As he begins his final run as Liverpool manager, Jurgen Klopp has players returning from injury and, with a bit of luck, will be able to bring them on against Norwich.
This would give Trent Alexander-Arnold and Dominik Szoboszlai more of a chance of being back to their best for next week?€?s fixtures, against Chelsea and Arsenal.
Here is who could miss out for Liverpool v",ThisIsAnfield,"Liverpool FC team news vs. Norwich - Injuries and available squad After a whirlwind Friday morning, by the afternoon it was back to business as Liverpool prepared to face Norwich in the FA Cup.
As he begins his final run as Liverpool manager, Jurgen Klopp has players returning from injury and, with a bit of luck, will be able to bring them on against Norwich.
This would give Trent Alexander-Arnold and Dominik Szoboszlai more of a chance of being back to their best for next week?€?s fixtures, against Chelsea and Arsenal.
Here is who could miss out for Liverpool v",fc team news vs norwich injuries available squad whirlwind friday morning afternoon back business prepared face norwich fa cup begins final run manager jurgen klopp players returning injury bit luck able bring norwich would give trent alexanderarnold dominik szoboszlai chance back best next weeks fixtures chelsea arsenal could miss v,1,Pre-Match Review,2024-01,s
7/6/2024,,Liverpool defender seals permanent transfer after 6 years and ZERO games,"After six years on Liverpool?€?s books without a single appearance at any level, 24-year-old Anderson Arroyo has completed a permanent transfer to end his long cycle of loan spells.
The Colombian signed for the club as an 18-year-old in 2018 from Colombian side Fortaleza, and in the years since has never featured for the club but has instead been sent on eight different loan spells.
A contract extension signed in 2022 allowed him to stay at Anfield until next summer, but he has now officially join",ThisIsAnfield,"Liverpool defender seals permanent transfer after 6 years and ZERO games After six years on Liverpool?€?s books without a single appearance at any level, 24-year-old Anderson Arroyo has completed a permanent transfer to end his long cycle of loan spells.
The Colombian signed for the club as an 18-year-old in 2018 from Colombian side Fortaleza, and in the years since has never featured for the club but has instead been sent on eight different loan spells.
A contract extension signed in 2022 allowed him to stay at Anfield until next summer, but he has now officially join",defender seals permanent transfer years zero games six years books without single appearance level yearold anderson arroyo completed permanent transfer end long cycle loan spells colombian signed club yearold colombian side fortaleza years since never featured club instead sent eight different loan spells contract extension signed allowed stay anfield next summer officially join,-1,,2024-07,s
1/28/2024,,Sporting CP coach claimed to be on shortlist for next Liverpool manager,"In the aftermath of Jurgen Klopp?€?s shock announcement to step down from his role as Liverpool manager at the end of the season, there were some predictable and well-known names linked as his successor.
Chief among those are Xabi Alonso and Roberto de Zerbi, plus a host of others who seem less likely but are being linked nonetheless.
However, a new name to emerge on Saturday is that of Sporting CP head coach, Ruben Amorim.
The 39-year-old Portuguese coach has transformed Sporting since taking ove",ThisIsAnfield,"Sporting CP coach claimed to be on shortlist for next Liverpool manager In the aftermath of Jurgen Klopp?€?s shock announcement to step down from his role as Liverpool manager at the end of the season, there were some predictable and well-known names linked as his successor.
Chief among those are Xabi Alonso and Roberto de Zerbi, plus a host of others who seem less likely but are being linked nonetheless.
However, a new name to emerge on Saturday is that of Sporting CP head coach, Ruben Amorim.
The 39-year-old Portuguese coach has transformed Sporting since taking ove",sporting cp coach claimed shortlist next manager aftermath jurgen klopps shock announcement step role manager end season predictable wellknown names linked successor chief among xabi alonso roberto de zerbi plus host others seem less likely linked nonetheless however new name emerge saturday sporting cp head coach ruben amorim yearold portuguese coach transformed sporting since taking ove,-1,,2024-01,s
3/17/2024,,"Liverpool ""can't waste a 5v2 and get away with it"" - got what they ""deserved""","Old Trafford and Liverpool isn?€?t a combination that gives Reds a warm, bubbly feeling, it?€?s quite the opposite, and the FA Cup tie compounded the dread after a dismal 4-3 loss in extra time.
Liverpool were the architects of their own downfall, more times than they would like to admit.
After clawing their way back into the lead, they allowed Man United to take the game to extra time and then threw away another lead to see their hopes of winning all competitions come to an end.
It was deserved, th",ThisIsAnfield,"Liverpool ""can't waste a 5v2 and get away with it"" - got what they ""deserved"" Old Trafford and Liverpool isn?€?t a combination that gives Reds a warm, bubbly feeling, it?€?s quite the opposite, and the FA Cup tie compounded the dread after a dismal 4-3 loss in extra time.
Liverpool were the architects of their own downfall, more times than they would like to admit.
After clawing their way back into the lead, they allowed Man United to take the game to extra time and then threw away another lead to see their hopes of winning all competitions come to an end.
It was deserved, th",cant waste v get away got deserved old trafford isnt combination gives reds warm bubbly feeling quite opposite fa cup tie compounded dread dismal loss extra time architects downfall times would like admit clawing way back lead allowed man united take game extra time threw away another lead see hopes winning competitions come end deserved th,5,Matchday Promote,2024-03,n
10/1/2024,14:30:00,Chiesa to miss Bologna game with injury,"Liverpoolwill be withoutFederico Chiesafor Wednesday's Champions League game againstBologna. Chiesa could be back for Saturday's league game against Crystal Palace on lunchtime, says head coach Arne Slot. Diogo Jotamissed two training sessions after Saturday's win over Wolves in the Premier League, but is expected to be available against the Italian side.",SkySports,"Chiesa to miss Bologna game with injury Liverpoolwill be withoutFederico Chiesafor Wednesday's Champions League game againstBologna. Chiesa could be back for Saturday's league game against Crystal Palace on lunchtime, says head coach Arne Slot. Diogo Jotamissed two training sessions after Saturday's win over Wolves in the Premier League, but is expected to be available against the Italian side.",chiesa miss bologna game injury liverpoolwill withoutfederico chiesafor wednesdays champions league game againstbologna chiesa could back saturdays league game crystal palace lunchtime says head coach arne slot diogo jotamissed two training sessions saturdays win wolves premier league expected available italian side,12,Chiesa Transfer,2024-10,n
11/3/2024,,What Liverpool sources are saying about 'official interest' in Omar Marmoush,"Liverpool have been linked with a move for Eintracht Frankfurt star Omar Marmoush, but new information has now emerged regarding the situation.
After claims in Germany that Liverpool had ?€?officially expressed their interest?€? in the forward, sources on Merseyside have responded.
A report from Sky Sports claims that they have ?€?refuted?€? the recent rumour, adding that Marmoush is not ?€?of any interest to the club at this time.?€?
Earlier this week, BILD reported that Liverpool had contacted Marmoush?€?s ",ThisIsAnfield,"What Liverpool sources are saying about 'official interest' in Omar Marmoush Liverpool have been linked with a move for Eintracht Frankfurt star Omar Marmoush, but new information has now emerged regarding the situation.
After claims in Germany that Liverpool had ?€?officially expressed their interest?€? in the forward, sources on Merseyside have responded.
A report from Sky Sports claims that they have ?€?refuted?€? the recent rumour, adding that Marmoush is not ?€?of any interest to the club at this time.?€?
Earlier this week, BILD reported that Liverpool had contacted Marmoush?€?s ",sources saying official interest omar marmoush linked move eintracht frankfurt star omar marmoush new information emerged regarding situation claims germany officially expressed interest forward sources merseyside responded report sky sports claims refuted recent rumour adding marmoush interest club time earlier week bild reported contacted marmoushs,76,LFC-New Striker,2024-11,s
8/11/2024,,Liverpool's greatest banner maker - Peter Carney's Liverpool Life,"You may not know Peter Carney, but you should recognise some of his Liverpool banners that have become iconic on the Kop.
The majestic pre-match displays at Anfield don?€?t happen by magic and Carney plays a big part in creating the environment that pushes the Reds on.
For 50 years, he has been making Liverpool flags and banners to show his support for the club in times of tragedy and triumph.
Here we spoke to Peter Carney to find out more about his Liverpool Life?€?
Chelsea in the third round of th",ThisIsAnfield,"Liverpool's greatest banner maker - Peter Carney's Liverpool Life You may not know Peter Carney, but you should recognise some of his Liverpool banners that have become iconic on the Kop.
The majestic pre-match displays at Anfield don?€?t happen by magic and Carney plays a big part in creating the environment that pushes the Reds on.
For 50 years, he has been making Liverpool flags and banners to show his support for the club in times of tragedy and triumph.
Here we spoke to Peter Carney to find out more about his Liverpool Life?€?
Chelsea in the third round of th",greatest banner maker peter carneys life may know peter carney recognise banners become iconic kop majestic prematch displays anfield dont happen magic carney plays big part creating environment pushes reds years making flags banners show support club times tragedy triumph spoke peter carney find life chelsea third round th,-1,,2024-08,p
1/4/2025,,Liverpool goalkeeper is now close to returning to Brazil on free transfer,"Goalkeeper Marcelo Pitaluga has been a regular in first-team training over the last few years but is now expected to return to his native Brazil permanently.
The 22-year-old signed a ??1.8 million deal to make the move to Merseyside in 2020 and readily found himself part of Jurgen Klopp?€?s first-team squad, while appearing for the club?€?s under-21s.
Pitaluga arrived from Fluminense after being spotted by former goalkeeper coach John Achterberg, who noticed the young ?€?keeper during Brazil?€?s triumpha",ThisIsAnfield,"Liverpool goalkeeper is now close to returning to Brazil on free transfer Goalkeeper Marcelo Pitaluga has been a regular in first-team training over the last few years but is now expected to return to his native Brazil permanently.
The 22-year-old signed a ??1.8 million deal to make the move to Merseyside in 2020 and readily found himself part of Jurgen Klopp?€?s first-team squad, while appearing for the club?€?s under-21s.
Pitaluga arrived from Fluminense after being spotted by former goalkeeper coach John Achterberg, who noticed the young ?€?keeper during Brazil?€?s triumpha",goalkeeper close returning brazil free transfer goalkeeper marcelo pitaluga regular firstteam training last years expected return native brazil permanently yearold signed million deal make move merseyside readily found part jurgen klopps firstteam squad appearing clubs unders pitaluga arrived fluminense spotted former goalkeeper coach john achterberg noticed young keeper brazils triumpha,23,LFC-Salzburg,2025-01,s
6/26/2024,,Trent Alexander-Arnold stat shows how Gareth Southgate's other 'experiment' failed,"Trent Alexander-Arnold was dropped and later restored to right-back as England struggled to a 0-0 draw with Slovenia, as another Gareth Southgate tweak failed.
Alexander-Arnold out, Conor Gallagher in was the only change as England went into their final game of Group C looking for a morale-boosting win.
It was a swap that had been telegraphed, with Southgate replacing Alexander-Arnold with Gallagher early into the second half in both of England?€?s previous games at the Euros.
But there was none o",ThisIsAnfield,"Trent Alexander-Arnold stat shows how Gareth Southgate's other 'experiment' failed Trent Alexander-Arnold was dropped and later restored to right-back as England struggled to a 0-0 draw with Slovenia, as another Gareth Southgate tweak failed.
Alexander-Arnold out, Conor Gallagher in was the only change as England went into their final game of Group C looking for a morale-boosting win.
It was a swap that had been telegraphed, with Southgate replacing Alexander-Arnold with Gallagher early into the second half in both of England?€?s previous games at the Euros.
But there was none o",trent alexanderarnold stat shows gareth southgates experiment failed trent alexanderarnold dropped later restored rightback england struggled draw slovenia another gareth southgate tweak failed alexanderarnold conor gallagher change england went final game group c looking moraleboosting win swap telegraphed southgate replacing alexanderarnold gallagher early second half englands previous games euros none,3,Alexanderarnold,2024-06,n
